Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,label,text,target,indo_tweet,indo_target
2615,2615,2615,neutral,jokowi-jk visits malay village bomb victims in police hospital <url>,kampung melayu bombing,Jokowi-JK Jenguk Korban Bom Kampung Melayu di RS Polri https://goo.gl/fb/1KbyNF,Bom Kampung Melayu
2616,2616,2616,neutral,the lampung regional police chief will lead the funeral of brigadier ridho victims of the malay village bomb <url> #lampung <url>,kampung melayu bombing,Wakapolda Lampung Akan Pimpin Pemakaman Briptu Ridho Korban Bom Kampung Melayu http://dlvr.it/PF0XXM #lampung http://pic.twitter.com/FcAufFHwuy,Bom Kampung Melayu
2617,2617,2617,neutral,police headquarters releases chronology of malay village bomb blast <url> #lampung <url>,kampung melayu bombing,Mabes Polri Rilis Kronologis Ledakan Bom Kampung Melayu http://dlvr.it/PF0XNd #lampung http://pic.twitter.com/xbgvsuhRUz,Bom Kampung Melayu
2618,2618,2618,neutral,rt okezonenews &quot;&amp; 8206; the figure of imam gilang adinata police victim of malay village bomb terror in the family's eye <url>,kampung melayu bombing,"RT okezonenews ""&8206;Sosok Imam Gilang Adinata Polisi Korban Teror Bom Kampung Melayu di Mata Keluarga  http://pic.twitter.com/GqtRC0c0yF """,Bom Kampung Melayu
2619,2619,2619,neutral,police reveal names of malay village bombers <url>,kampung melayu bombing,Polisi Ungkap Nama Pelaku Bom Kampung Melayu http://ift.tt/2rUUlyk,Bom Kampung Melayu
2620,2620,2620,neutral,#news president jokowi visits victims of kampung melayu bomb blast at police hospital kramatjati <url> rs-polri-kramatjati,kampung melayu bombing,#News Presiden Jokowi Jenguk Korban Ledakan Bom Kampung Melayu di RS Polri Kramatjati http://www.tribunnews.com/nasional/2017/05/25/presiden-jokowi-jenguk-korban-ledakan-bom-kampung-melayu-di-rs-polri-kramatjati,Bom Kampung Melayu
2621,2621,2621,neutral,"warming 2019. &quot;@suaralawu: strange too! regarding the kampung melayu bomb, observer: if the terrorist actors, how come ...&quot; <url>",kampung melayu bombing,"Pemanasan 2019. "" @SuaraLawu : Aneh Juga! Terkait Bom Kampung Melayu , Pengamat: Jika Pelaku Kelompok Teroris, Kok..."" https://twitter.com/i/web/status/867772045584547841",Bom Kampung Melayu
2622,2622,2622,neutral,residents hold a night of mourning solidarity for the kampung melayu bomb <url> #netralnews <url>,kampung melayu bombing,Warga Gelar Malam Solidaritas Duka untuk Bom Kampung Melayu  http://dlvr.it/PF0VPc #netralnews http://pic.twitter.com/Nm7WsuzR4n,Bom Kampung Melayu
2623,2623,2623,neutral,"#breakingnews kampung melayu bomb, palace conducts condolences <url>",kampung melayu bombing,"#BreakingNews Bom Kampung Melayu , Istana Turut Berbelasungkawa http://dlvr.it/PF0VNj",Bom Kampung Melayu
2624,2624,2624,neutral,#breakingnews suspected malayan bombers are not too known to neighbors <url>,kampung melayu bombing,#BreakingNews Terduga Pelaku Bom Kampung Melayu tak Terlalu Dikenal Tetangga http://dlvr.it/PF0VL0,Bom Kampung Melayu
2625,2625,2625,neutral,#breakingnews knpi regrets kampung melayu bomb incident <url>,kampung melayu bombing,#BreakingNews KNPI Sesalkan Insiden Bom Kampung Melayu http://dlvr.it/PF0VFj,Bom Kampung Melayu
2626,2626,2626,neutral,a bandung citizen apologizes for the kampung melayu bomb <url> #netralnews <url>,kampung melayu bombing,Seorang Warga Bandung Minta Maaf Atas Bom Kampung Melayu http://dlvr.it/PF0V2Z #netralnews http://pic.twitter.com/Y4ydDqYGIE,Bom Kampung Melayu
2627,2627,2627,neutral,"related to the malay village bombing, khofifah calls on the unaffected community <url>",kampung melayu bombing,"Terkait Bom Kampung Melayu , Khofifah Imbau Masyarakat Tidak Terpancing http://dlvr.it/PF0TBh",Bom Kampung Melayu
2628,2628,2628,neutral,republikaonline: kampung melayu bombs will not affect investors <url>,kampung melayu bombing,republikaonline: Bom Kampung Melayu tidak akan Pengaruhi Investor http://rol.co.id/r/oqiabn415,Bom Kampung Melayu
2629,2629,2629,neutral,jokowi appeals to mandatory parties to break the brain of malay village bombs <url>,kampung melayu bombing,Jokowi Imbau Pihak Berwajib Tumpas Otak Bom Kampung Melayu http://dlvr.it/PF0T81,Bom Kampung Melayu
2630,2630,2630,neutral,"republikaonline: kampung melayu bombs, istana conduct condolences <url>",kampung melayu bombing,"republikaonline: Bom Kampung Melayu , Istana Turut Berbelasungkawa http://rol.co.id/r/oqiq5m216",Bom Kampung Melayu
2631,2631,2631,neutral,republikaonline: suspected perpetrators of malay village bombs are not well known to neighbors <url>,kampung melayu bombing,republikaonline: Terduga Pelaku Bom Kampung Melayu tak Terlalu Dikenal Tetangga http://rol.co.id/r/oqiozs284,Bom Kampung Melayu
2632,2632,2632,neutral,republikaonline: knpi regrets kampung melayu bomb incident <url>,kampung melayu bombing,republikaonline: KNPI Sesalkan Insiden Bom Kampung Melayu http://rol.co.id/r/oqiq25282,Bom Kampung Melayu
2633,2633,2633,neutral,"#fintech accompanied by deputy chief of police, head of bin visit location of kampung melayu bomb - detikcom <url> #datacenter <url>",kampung melayu bombing,"#FinTech Ditemani Wakapolri, Kepala BIN Datangi Lokasi Bom Kampung Melayu - Detikcom http://dlvr.it/PF0Rqp #DataCenter http://pic.twitter.com/m7cjrFBted",Bom Kampung Melayu
2634,2634,2634,neutral,"visit the location of the kampung melayu bomb, jokowi wants the anti-terrorism bill to be completed soon <url>",kampung melayu bombing,"Datangi Lokasi Bom Kampung Melayu , Jokowi Ingin RUU Antiterorisme Segera Diselesaikan http://ow.ly/YHfn50bJbEY",Bom Kampung Melayu
2635,2635,2635,neutral,5 country responses to kampung melayu bomb <url> <url>,kampung melayu bombing,Respons 5 Negara atas Bom Kampung Melayu http://dlvr.it/PF0RNM http://pic.twitter.com/GgAF6w72Il,Bom Kampung Melayu
2636,2636,2636,neutral,jokowi instructs the national police chief to investigate malay village bombs,kampung melayu bombing,"Jokowi Perintahkan Kapolri Usut Tuntas Bom Kampung Melayu http://cnn.id/217243?s=tw kejar juga pemimpin ormad teroris imam besar habib rizieq,",Bom Kampung Melayu
2637,2637,2637,neutral,# aksi112 densus 88 instantly secure the wife of suspected terrorists from kampung melayu <url> #hormatulamakami <url>,kampung melayu bombing,#Aksi112 Densus 88 Langsung Amankan Istri Terduga Pelaku Teror Bom Kampung Melayu http://dlvr.it/PF0Qnb #HormatiUlamaKami http://pic.twitter.com/osZ3s6nPpj,Bom Kampung Melayu
2638,2638,2638,negative,"wdyt about the bombing of the malay village of jakarta? #prayforjakarta #kamitidaktakut oh god, protect us all <url>",bombing of malay villages,"Wdyt about bom kampung melayu jakarta? #prayforjakarta #kamitidaktakut  Oh Allah, lindungilah kami semua http://l.ask.fm/igoto/45DKECN75V62DDAUPY6IQO7P62GTJLADS6S3HX77D7SLNZN62UYY2Z2LFVE4QRRXKCYPIFQCJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVWSCKGPBOHQMYFTVWA67VD3UW7YKBYC3TFU5WOU",bom kampung melayu
2639,2639,2639,neutral,malay village bombers buy pot 2 days before detonation <url>,kampung melayu bombing,Pelaku Bom Kampung Melayu Beli Panci 2 Hari Sebelum Diledakkan http://ift.tt/2qgFyAS,Bom Kampung Melayu
2640,2640,2640,neutral,": after the kampung melayu bombing, #kamitaktakut gathering on twitter <url> <url>",kampung melayu bombing,": Usai Bom Kampung Melayu , #KamiTakTakut Menggema di Twitter http://dlvr.it/PF0J0W http://pic.twitter.com/bMKgZ8EkSY",Bom Kampung Melayu
2641,2641,2641,neutral,"jokowi-jk visits the location of the kampung melayu bomb, alerts the anti-terrorism bill <url>",kampung melayu bombing,"Jokowi-JK Kunjungi Lokasi Bom Kampung Melayu , Singgung RUU Anti-Terorisme https://goo.gl/fb/FGaXyp",Bom Kampung Melayu
2642,2642,2642,neutral,australian pm invites indonesia to learn from kampung melayu bombing case <url>,kampung melayu bombing,PM Australia Ajak Indonesia Belajar dari Kasus Bom Kampung Melayu https://goo.gl/fb/Ay0n3w,Bom Kampung Melayu
2643,2643,2643,neutral,"kampung melayu bomb, this is president jokowi's request <url>",kampung melayu bombing,"Bom Kampung Melayu , Ini Permintaan PresidenJokowi http://blog.sekseeh.com/berita/bom-kampung-melayu-ini-permintaan-presiden-jokowi/ ",Bom Kampung Melayu
2644,2644,2644,neutral,identified! here are 2 names of malay village bombers <url>,kampung melayu bombing,Teridenfifikasi! Inilah 2 Nama Pelaku Bom Kampung Melayu https://goo.gl/fb/YYRxqV,Bom Kampung Melayu
2645,2645,2645,neutral,jokowi-jk visits malay village bomb victims <url> <url>,kampung melayu bombing,Jokowi-JK Jenguk Korban Bom Kampung Melayu http://blog.sekseeh.com/berita/jokowi-jk-jenguk-korban-bom-kampung-melayu/  http://pic.twitter.com/lMeDDlKWeD,Bom Kampung Melayu
2646,2646,2646,neutral,"coverage6dotcom: after the kampung melayu bombing, #kamitaktakut digging on twitter <url> <url>",kampung melayu bombing,"liputan6dotcom: Usai Bom Kampung Melayu , #KamiTakTakut Menggema di Twitter http://dlvr.it/PF0J0W http://pic.twitter.com/AP6jvlU8bI",Bom Kampung Melayu
2647,2647,2647,neutral,rt's mother called ihwan a good village kampung melayu bomb <url>,kampung melayu bombing,Ibu RT Sebut Ihwan Bom Kampung Melayu Warga yang Baik http://dlvr.it/PF0Pgt,Bom Kampung Melayu
2648,2648,2648,neutral,the head of bin and the regional police chief visited the kampung melayu bomb scene <url>,kampung melayu bomb,Kepala BIN dan Kapolda sambangi TKP bom Kampung Melayu https://plus.google.com/114904415287793295645/posts/h9mc9Vjj4gk,bom Kampung Melayu
2649,2649,2649,neutral,police: malay village bombers suspected by isis network <url>,kampung melayu bombing,Polri: Pelaku Bom Kampung Melayu Diduga Jaringan ISIS https://plus.google.com/114904415287793295645/posts/DoA8jdnbf2N,Bom Kampung Melayu
2650,2650,2650,neutral,the receipt of a pan into evidence of a kampung melayu bomb? <url>,kampung melayu bombing,Struk Pembelian Panci Jadi Barang Bukti Bom Kampung Melayu ? https://goo.gl/fb/Fa2pRQ,Bom Kampung Melayu
2651,2651,2651,neutral,"after the kampung melayu bombing, #kamitaktakut gathering on twitter <url> <url>",kampung melayu bombing,"Usai Bom Kampung Melayu , #KamiTakTakut Menggema di Twitter http://dlvr.it/PF0J0W http://pic.twitter.com/oQUmVqSIjz",Bom Kampung Melayu
2652,2652,2652,neutral,"after bom kampung melayu, bandung waspada <url>",kampung melayu bombing,"Pasca Bom Kampung Melayu , Bandung Waspada http://rilis.id/pasca-bom-kampung-melayu-bandung-waspada.html ",Bom Kampung Melayu
2653,2653,2653,neutral,"sindonews rt &quot;through letters, singapore leader condemns kampung melayu bomb <url>",kampung melayu bombing,"RT SINDOnews ""Lewat Surat, Pemimpin Singapura Kecam Bom Kampung Melayu http://sin.do/2vh0 """,Bom Kampung Melayu
2654,2654,2654,neutral,#bojonegoro - this is khofifah's reaction to the kampung melayu bomb <url> <url>,kampung melayu bombing,#BOJONEGORO - Inilah Reaksi Khofifah atas Bom Kampung Melayu http://dlvr.it/PF0LYD http://pic.twitter.com/owURzCbtbq,Bom Kampung Melayu
2655,2655,2655,neutral,a number of netizens make &quot;safety check&quot; the kampung melayu bomb joke material - <url> <url> <url>,kampung melayu bombing,"Sejumlah Netizen Jadikan ""Safety Check"" Bom Kampung Melayu Bahan Guyonan - http://KOMPAS.com http://dlvr.it/PF0JcD http://pic.twitter.com/lrSCSWihGr",Bom Kampung Melayu
2656,2656,2656,neutral,revealing the events of the kampung melayu bomb <url> syro,kampung melayu bombing,Menguak Peristiwa Bom Kampung Melayu http://detik.id/69Syro,Bom Kampung Melayu
2657,2657,2657,neutral,"in the event of a malay village bombing, one police officer was martyred and two terrorists were killed or modar.",bombing of malay villages,Dalam peristiwa bom kampung melayu satu polisi syahid dan dua teroris mampus alias modar.,bom kampung melayu
2658,2658,2658,neutral,#magetan raya - this is khofifah's reaction to the kampung melayu bomb <url> <url>,kampung melayu bombing,#MAGETAN RAYA - Inilah Reaksi Khofifah atas Bom Kampung Melayu http://dlvr.it/PF0H5c http://pic.twitter.com/zzTUWkP4Uo,Bom Kampung Melayu
2659,2659,2659,neutral,"president joko widodo at the site of the kampung melayu bomb, thursday night, may 25, 2017. <url>",kampung melayu bomb,"Presiden Joko Widodo di lokasi bom Kampung Melayu , Kamis malam, 25 Mei 2017. https://www.instagram.com/p/BUhdoszg89W/",bom Kampung Melayu
2660,2660,2660,neutral,national police identification of kampung melayu bombers <url> kasi-perpetrators-bomb-hamlets / <url> <url>,kampung melayu bombing,Polri Identifikasi Pelaku Bom Kampung Melayu https://jakartagreater.com/polri-identifi kasi-pelaku-bom-kampung-melayu/  http://pic.twitter.com/4AmXfbE0pQ http://fb.me/2VvTHaK97,Bom Kampung Melayu
2661,2661,2661,neutral,prilly latuconsina trauma goes to public places because of the kampung melayu bomb <url> <url>,kampung melayu bombing,Prilly Latuconsina Trauma Pergi ke Tempat Umum karena Bom Kampung Melayu http://wartakota.tribunnews.com/2017/05/25/prilly-latuconsina-trauma-pergi-ke-tempat-umum-karena-bom-kampung-melayu  http://pic.twitter.com/bROsV06HBK,Bom Kampung Melayu
2662,2662,2662,negative,"with the incident of the kampung melayu bomb, the time has come, the apparatus is acting more decisively! god restore our nation # we are not afraid #savenkri #godblessindo",kampung melayu bombing,"Dgn kejadian Bom Kampung Melayu ,sdh wkt'nya Aparat bertindak lbh tegas! Tuhan pulihkan Bangsa kami #KamiTidakTakut #SaveNKRI #GodBlessIndo",Bom Kampung Melayu
2663,2663,2663,neutral,@detikcom: wiranto: kampung melayu bombing has similarities to manchester <url> <url>,kampung melayu bombing,@detikcom : Wiranto: Aksi Bom Kampung Melayu Punya Kesamaan dengan Manchester http://detik.id/6cWkep http://pic.twitter.com/f2AMtYHdL8,Bom Kampung Melayu
2664,2664,2664,neutral,"wow, are malay village bombers are jews &amp; infidels? <url>",kampung melayu bombing,"Wow, Apakah Pelaku Bom Kampung Melayu adalah Yahudi & Kafir? http://fb.me/73cu9s12C",Bom Kampung Melayu
2665,2665,2665,negative,#kamibersamahrs the receipt of a pan into evidence of a malay village bomb? <url> #kamibersamahti <url>,kampung melayu bombing,#KamiBersamaHRS Struk Pembelian Panci Jadi Barang Bukti Bom Kampung Melayu ? http://dlvr.it/PF0Bjm #KamiBersamaHTI http://pic.twitter.com/XEnlwmKMYz,Bom Kampung Melayu
2666,2666,2666,neutral,"@detikcom: police line released, residents overcome location of kampung melayu bomb <url> <url>",kampung melayu bombing,"@detikcom : Garis Polisi Dilepas, Warga Padati Lokasi Bom Kampung Melayu http://detik.id/6CWwrm http://pic.twitter.com/inDr2W6VYB",Bom Kampung Melayu
2667,2667,2667,negative,newspaper fuck. the biggest is discussing the bombing of malay villages,bombing of malay villages,Apaan koran. Paling dalemnya bahas bom kampung melayu,bom kampung melayu
2668,2668,2668,neutral,jokowi-jk goes to the location of the kampung melayu blast location <url> <url>,kampung melayu bombing,Jokowi-JK Datangi Lokasi Ledakan Bom Kampung Melayu http://dlvr.it/PF08x0 http://pic.twitter.com/7AOOcp2mCD,Bom Kampung Melayu
2669,2669,2669,neutral,jpnn: chairperson of dpr commission i curses the malayan village bombers: <url> jakarta - chair <url> #newstoday <url>,kampung melayu bombing,"JPNN: Ketua Komisi I DPR Kutuk Pelaku Bom Kampung Melayu : http://JPNN.com , JAKARTA - Ketua http://dlvr.it/PF08gl #NewsToday http://pic.twitter.com/6F3SD4jtof",Bom Kampung Melayu
2670,2670,2670,neutral,densus 88 immediately secured the wife of suspected kampung melayu terrorist terrorist <url> <url>,kampung melayu bombing,Densus 88 Langsung Amankan Istri Terduga Pelaku Teror Bom Kampung Melayu http://dlvr.it/PF08Rx http://pic.twitter.com/Fd0bdploIn,Bom Kampung Melayu
2671,2671,2671,neutral,observer: there is a new teacher assembling the kampung melayu bomb <url>,kampung melayu bombing,Pengamat: Ada Guru Baru Perakit Bom Kampung Melayu http://dlvr.it/PF08Qd,Bom Kampung Melayu
2672,2672,2672,neutral,jpnn: chairperson of dpr commission i curses malays village bombers <url> #newstoday #dkk <url>,kampung melayu bombing,JPNN: Ketua Komisi I DPR Kutuk Pelaku Bom Kampung Melayu http://dlvr.it/PF08Kl #NewsToday #DKK http://pic.twitter.com/AuAgRH9Bg0,Bom Kampung Melayu
2673,2673,2673,neutral,"afp: police line released, residents overcome kampung melayu bomb location <url> <url>",kampung melayu bombing,"detikcom: Garis Polisi Dilepas, Warga Padati Lokasi Bom Kampung Melayu http://detik.id/6CWwrm http://pic.twitter.com/MNTkDQQAL5",Bom Kampung Melayu
2674,2674,2674,negative,does anyone believe the malay village bombing is a diversion of issues? goblog !!! just throw away your school diploma ...,bombing of malay villages,Ada yang percaya bom kampung melayu itu pengalihan isu? GOBLOG!!! Buang aja ijazah sekolah kalian...,bom kampung melayu
2675,2675,2675,negative,"just now there was a sound like a loud bang on the edge of the river eradicating kediri, so that the bombing of the village against damnit!",bombing of malay villages,Barusan ada suara kayak dentuman keras daerah pinggir sungai berantas kediri jadi keinget bom kampung melayu damnit!,bom kampung melayu
2676,2676,2676,neutral,"secondly suspected actors of malay village bombs living in west java <url> jabar is the center of radical fpi organizations which are terrorists, !!",kampung melayu bombing,"Kedua Terduga Pelaku Bom Kampung Melayu Tinggal di Jawa Barat http://cnn.id/217292?s=tw jabar adalah pusat ormas radikal FPI shg jd teroris,!!",Bom Kampung Melayu
2677,2677,2677,negative,horrible ... there are still many posts that are grateful for the kampung melayu bomb tragedy <url>,kampung melayu bomb,Mengerikan... masih banyak post nya yg mesyukuri tragedi bom Kampung Melayu http://pic.twitter.com/zICq1oYVx7,bom Kampung Melayu
2678,2678,2678,neutral,"on the scene of the malay village bombing, president jokowi asked the dpr to pass the anti-terrorism law <url>",kampung melayu bombing,"Di TKP Bom Kampung Melayu , Presiden Jokowi Minta DPR Sahkan UU Anti Terorisme http://kabar.news/di-tkp-bom-kampung-melayu-presiden-jokowi-minta-dpr-sahkan-uu-anti-terorisme ",Bom Kampung Melayu
2679,2679,2679,neutral,this is a bomb that is bigger than a malay village bomb. extraordinary. <url>,malay village bomb,Ini Bom yg lebih besar drpd Bom kampung Melayu . Luar Biasa. https://twitter.com/SurYosodipuro/status/867743855377960960,Bom kampung Melayu
2680,2680,2680,neutral,#terpopuler #news this is the result of identification of malay village bombers <url> @inilahdotcom ^ <url>,kampung melayu bombing,#terpopuler #news Ini Hasil Identifikasi Pelaku Bom Kampung Melayu http://dlvr.it/PF05B8 @inilahdotcom ^ http://pic.twitter.com/xSU41Q8Zj7,Bom Kampung Melayu
2681,2681,2681,neutral,persepam mu midfielder's story affected by bom kampung melayu <url> <url>,kampung melayu bombing,Cerita Gelandang Persepam MU yang Terdampak Bom Kampung Melayu http://m.bola.com/indonesia/read/2964561/cerita-gelandang-persepam-mu-yang-terdampak-bom-kampung-melayu?utm_source=dlvr.it&utm_medium=twitter  http://pic.twitter.com/wvixR2zrEu,Bom Kampung Melayu
2682,2682,2682,neutral,f-pdip convince polri and bin quickly reveal mastermind of kampung melayu bomb <url> <url>,kampung melayu bombing,F-PDIP Yakin Polri dan BIN Cepat Ungkap Dalang Bom Kampung Melayu http://dlvr.it/PF03mD http://pic.twitter.com/8OCatNRzEd,Bom Kampung Melayu
2683,2683,2683,neutral,"terror of kampung melayu bombing, zaskia adya mecca pasrah - showbiz <url> <url>",kampung melayu bombing,"Teror Bom Kampung Melayu , Zaskia Adya Mecca Pasrah - Showbiz http://Liputan6.com http://ift.tt/2rZguej",Bom Kampung Melayu
2684,2684,2684,neutral,jokowi national secretariat curses the kampung melayu bomb terror <url>,kampung melayu bombing,Seknas Jokowi Kutuk Teror Bom Kampung Melayu https://www.publica-news.com/berita/nasional/2017/05/25/9626/seknas-jokowi-kutuk-teror-bom-kampung-melayu.html,Bom Kampung Melayu
2685,2685,2685,neutral,"as it turned out, 3 fallen police officers were carrying out this noble activity when the kampung melayu bomb exploded: <url>",kampung melayu bombing,"Ternyata, 3 Polisi yang Gugur sedang Lakukan Kegiatan Mulia ini saat Bom Kampung Melayu Meledak: https://goo.gl/KSsIAd",Bom Kampung Melayu
2686,2686,2686,neutral,residents of tabur bunga at kampung melayu bomb location <url>,kampung melayu bombing,Warga Tabur Bunga di Lokasi Bom Kampung Melayu http://dlvr.it/PF01hd,Bom Kampung Melayu
2687,2687,2687,neutral,syarikat islam condemns malay village bombing and all other terror <url>,kampung melayu bombing,Syarikat Islam Kecam Bom Kampung Melayu dan Segala Teror Lainnya http://ift.tt/2qgeORg,Bom Kampung Melayu
2688,2688,2688,neutral,"review of kampung melayu bomb location, jokowi: terrorism becomes a problem for all countries <url> http:// pic.twitter.com/r2xsg214lx",kampung melayu bombing,"Tinjau Lokasi Bom Kampung Melayu , Jokowi: Terorisme Jadi Masalah SemuaNegara http://waspada.co.id/warta/tinjau-lokasi-bom-kampung-melayu-jokowi-terorisme-jadi-masalah-semua-negara/  http://pic.twitter.com/R2xsg214LX",Bom Kampung Melayu
2689,2689,2689,neutral,liputan6dotcom: response of 5 countries to kampung melayu bomb <url> <url>,kampung melayu bombing,liputan6dotcom: Respons 5 Negara atas Bom Kampung Melayu http://dlvr.it/PF00Zk http://pic.twitter.com/iNSffBaLS9,Bom Kampung Melayu
2690,2690,2690,neutral,liputan6dotcom: f-pdip convince polri and bin quickly reveal mastermind of kampung melayu bomb <url> <url>,kampung melayu bombing,liputan6dotcom: F-PDIP Yakin Polri dan BIN Cepat Ungkap Dalang Bom Kampung Melayu http://dlvr.it/PDzqnC http://pic.twitter.com/waMIHRkSAJ,Bom Kampung Melayu
2691,2691,2691,neutral,coverage 6dotcom: jokowi and jk visit the kampung melayu bomb location <url> <url>,kampung melayu bombing,liputan6dotcom: Jokowi dan JK Sambangi Lokasi Bom Kampung Melayu http://dlvr.it/PDzqmv http://pic.twitter.com/W39IjArAYP,Bom Kampung Melayu
2692,2692,2692,neutral,coverage6dotcom: head of bin and deputy police chief monitor the location of kampung melayu bombs. <url> <url>,kampung melayu bombing,liputan6dotcom: Kepala BIN dan Wakapolri Pantau Lokasi Bom Kampung Melayu . http://dlvr.it/PDzqmX http://pic.twitter.com/SeNkiUaUCP,Bom Kampung Melayu
2693,2693,2693,neutral,liputan6dotcom: residents hold candle action on location of malay village bomb blast <url> <url>,kampung melayu bombing,liputan6dotcom: Warga Gelar Aksi Lilin di Lokasi Ledakan Bom Kampung Melayu http://dlvr.it/PDzqlw http://pic.twitter.com/7tGeFcKelU,Bom Kampung Melayu
2694,2694,2694,neutral,liputan6dotcom: residents sing deciduous songs at the kampung melayu bomb location <url> <url>,kampung melayu bombing,liputan6dotcom: Warga Nyanyikan Lagu Gugur Bunga di Lokasi Bom Kampung Melayu http://dlvr.it/PDzql7 http://pic.twitter.com/vx02VGXDaV,Bom Kampung Melayu
2695,2695,2695,neutral,coverage 6dotcom: al chaidar: malay village bombing effect of defeating isis <url> <url>,kampung melayu bombing,liputan6dotcom: Al Chaidar: Bom Kampung Melayu Efek Kekalahan ISIS http://dlvr.it/PDzqXH http://pic.twitter.com/ws0HfAgFaK,Bom Kampung Melayu
2696,2696,2696,neutral,"asking the chief of police to investigate the kampung melayu bombing, jokowi: this is outrageous <url> via @katadatanews",kampung melayu bombing,"Minta Kapolri Usut Bom Kampung Melayu , Jokowi: Ini Sudah Keterlaluan http://katadata.co.id/berita/2017/05/25/minta-kapolri-usut-bom-kampung-melayu-jokowi-ini-sudah-keterlaluan  via @KATADATAnews",Bom Kampung Melayu
2697,2697,2697,neutral,teaser video - densus 88 picked up by parents of malay village bombers <url>,kampung melayu bombing,VIDEO TEASER - Orang Tua Pelaku Bom Kampung Melayu Dijemput Densus 88 https://goo.gl/fb/23vsP0,Bom Kampung Melayu
2698,2698,2698,neutral,pemuda muhammadiyah: stop terrorist cattle! malay village bombs are not regarding specific religion - <url> <url>,kampung melayu bombing,Pemuda Muhammadiyah: Stop Ternak Teroris! Bom Kampung Melayu Tak Terkait Agama Tertentu - https://goo.gl/UIagn4 http://pic.twitter.com/WL7pNA7aGJ,Bom Kampung Melayu
2699,2699,2699,neutral,nj kyai #jatimvoice condemns malay village bombers <url> <url>,kampung melayu bombing,#jatimvoice Kyai NU Kecam Pelaku Bom Kampung Melayu http://dlvr.it/PDztTY http://pic.twitter.com/SgiPbLInqA,Bom Kampung Melayu
2700,2700,2700,neutral,jokowi and jk visit the kampung melayu bomb location <url> <url>,kampung melayu bombing,Jokowi dan JK Sambangi Lokasi Bom Kampung Melayu http://dlvr.it/PDzqmv http://pic.twitter.com/2P39VOToDu,Bom Kampung Melayu
2701,2701,2701,neutral,head of bin and deputy police chief monitor location of kampung melayu bombs. <url> <url>,kampung melayu bombing,Kepala BIN dan Wakapolri Pantau Lokasi Bom Kampung Melayu . http://dlvr.it/PDzqmX http://pic.twitter.com/4kG92kBmlG,Bom Kampung Melayu
2702,2702,2702,neutral,residents hold candle action at malay village bomb blast location <url> <url>,kampung melayu bombing,Warga Gelar Aksi Lilin di Lokasi Ledakan Bom Kampung Melayu http://dlvr.it/PDzqlw http://pic.twitter.com/dUMIgy1S0o,Bom Kampung Melayu
2703,2703,2703,neutral,residents sing deciduous songs at the kampung melayu bomb location <url> <url>,kampung melayu bombing,Warga Nyanyikan Lagu Gugur Bunga di Lokasi Bom Kampung Melayu http://dlvr.it/PDzql7 http://pic.twitter.com/C9a7BepJre,Bom Kampung Melayu
2704,2704,2704,neutral,grief of victims of the kampung melayu family news 2017 <url>,kampung melayu bombing,Duka Keluarga Korban Bom Kampung Melayu  berita 2017 http://dlvr.it/PDzwhW,Bom Kampung Melayu
2705,2705,2705,neutral,action on the candles in the kampung melayu bombing news 2017 <url>,kampung melayu bombing,Aksi Nyala Lilin Di Tempat Bom Kampung Melayu  berita 2017 http://dlvr.it/PDzwbd,Bom Kampung Melayu
2706,2706,2706,neutral,malay kampung bomb blast victims still held in hospital news 2017 <url>,kampung melayu bombing,Korban Ledakan Bom Kampung Melayu Masih Dirawat Di Rumah Sakit  berita 2017 http://dlvr.it/PDzwVS,Bom Kampung Melayu
2707,2707,2707,neutral,afp: wiranto: kampung melayu bombing has similarities to manchester <url> <url>,kampung melayu bombing,detikcom: Wiranto: Aksi Bom Kampung Melayu Punya Kesamaan dengan Manchester http://detik.id/6cWkep http://pic.twitter.com/aY0TO8dIFA,Bom Kampung Melayu
2708,2708,2708,neutral,president jokowi condemns kampung melayu bomb attack <url> <url>,kampung melayu bombing,Presiden Jokowi Kutuk Serangan Bom Kampung Melayu http://dlvr.it/PDzvK4 http://pic.twitter.com/llRyJO4SCa,Bom Kampung Melayu
2709,2709,2709,neutral,jokowi-jk review location of kampung melayu bomb <url> <url>,kampung melayu bombing,Jokowi-JK Tinjau Lokasi Bom Kampung Melayu http://akuratnews.com/jokowi-jk-tinjau-lokasi-bom-kampung-melayu/  http://pic.twitter.com/ZcWD4VZIbA,Bom Kampung Melayu
2710,2710,2710,neutral,#rt video teaser - detachment 88 is picked up by parents of malay village bombers <url> #rieketeten,kampung melayu bombing,#RT VIDEO TEASER - Orang Tua Pelaku Bom Kampung Melayu Dijemput Densus 88 http://dlvr.it/PDzv9x #RiekeTeten,Bom Kampung Melayu
2711,2711,2711,negative,and these people who made the opinion of the kampung melayu bombing were the government's conspiracy to divert the issue. they are terrorist supporters! <url>,kampung melayu bomb,Dan orang2 inilah yg rame2 membuat opini bhw bom Kampung Melayu adalah konspirasi pemerintah alihkan issue. Mereka pendukung teroris! https://twitter.com/tanpaagama/status/867775752023949312,bom Kampung Melayu
