,Username,Keyword,Tweet,Sentiment,Overal Sentiment,Unnamed: 5
4196,nukman,Amerika,MenyimakRT @BuniYani : 1. Satu2nya cara menyelamatkan #palestina adalah dg menunggu memudarnya pengaruh amerika dlm percaturan politik dunia.,Positive,,
4197,nukman,Amerika,info kesejahteraan RT @blogdokter : Asosiasi Dokter Amerika : rata2 dokter Amerika berpenghasilan lebih dari 200ribu USD setahun. #InfoKes,Positive,,
4198,nukman,Amerika,"Ini benar RT @mbelgedez : Bangsa amerika lg miskin.. Dari artis, atlit, menlu, sampe presidennya ngasong ke Indonesia..",Negative,,
4199,nukman,Amerika,Bersaing dlm korupsi? RT @savicali : Amerika dan Cina bersaing dlm perlombaan teknologi internet. Indonesia?,Negative,,
4200,nukman,Amerika,"RT @robymuhamad : di amerika , ternyata opini elit (sarjana, muda, kulit putih) yg mendominasi opini di internet http:// bit.ly/jNU4tC",Neutral,,
4201,nukman,ISIS,""" @Haidar_Bagir : Blaise Pascal adlh seseorg yg sangat relijius. Sindiran yg sulit kita tolak stlh adanya ISIS :-( pic.twitter.com/cXVMrf8JhR """,Negative,leanly opposing,
4202,nukman,ISIS,Barusan lewat UI Depok penuh RT @paringwaluyo : Krl klo jam segini kok masih isis,Neutral,,Different Subject ISIS = Chill
4203,nukman,ISIS,Presiden Perintahkan Tifatul Blokir Video ISIS di Media Sosial http:// kom.ps/AFl3C3,Negative,,
4204,nukman,ISIS,""" @sahaL_AS : Acara TV ""Khazanah"" Trans7 Ternyata Buzzer ISIS Simak kultwit @Iqblack_kholidi http:// chirpstory.com/li/207147 """,Negative,,
4205,nukman,ISIS,Menag Ajak Umat Muslim Tangkal Penyebaran ISIS di Indonesia via @detikcom http:// de.tk/Vq4ArS,Neutral,,
4206,nukman,ISIS,@fauherklots beda dgn ISIS ^^,Negative,,
4207,nukman,FPI,"gerbong FPI kecil, boleh diabaikan, di markas mereka sendiri saja Ahok juara",Negative,completely opposing,
4208,nukman,FPI,lho kok bisa menyakiti hati FPI ? Bagaimana ceritanya?,Negative,,
4209,nukman,FPI,:) RT @hansdavidian : Gubernur FPI Fahrurrozi Menunggak Iuran Warga http:// tempo.co/s/1625978 via @tempodotco,Negative,,
4210,nukman,FPI,"Dibuat siapa? RT @ulinyusron : FPI terbuat dari apa sih? """,Negative,,
4211,nukman,FPI,@sittakarina kalau nggak salah Presiden pernah ingin membubarkan FPI,Negative,,
4212,nukman,FPI,"berita ""koruptor dihukum cuma 10 thn"" diganggu "" FPI sebar kecoa""",Negative,,
4213,nukman,FPI,@suwandiahmad @kokokdirgantoro @didinu @ngabdul hahaha mau masuk FPI ?,Negative,,
4214,nukman,FPI,"pernah datangi FPI RT @fahiraidris : Saya ini bukan preman, tapi kalau ada hal2 yg perlu di konfirmasi biasanya saya mmg mendatangi",Negative,,
4215,nukman,FPI,RT @syukronamin Kalau anda membenarkan pengroyokan Munarman. Lantas apa bedanya anda dg FPI yg pro kekerasan?,Neutral,,
4216,nukman,FPI,RT @Beritasatu : MUI Kecam FPI Atas Serangan ke Ahmadiyah di Hari Idul Adha http:// brt.st/5aR,Neutral,,
4217,nukman,FPI,"Heboh FPI , kebebasan berpendapat, dll di Twitter itu terasa hingga ke akar rumput nggak sih?",Negative,,
4218,nukman,FPI,@andrias98 masih kalah sama FPI dan JIL kayaknya,Negative,,
4219,nukman,FPI,RT @detikcom Ledakan Keras Terjadi di Dekat PN Yogya Usai Sidang FPI http:// de.tk/sKS3X,Neutral,,
4220,nukman,KPK,sial bagi pelakunya jika keciduk KPK,Positive,leanly opposing,
4221,nukman,KPK,Kalau dipanggil KPK ?,Neutral,,
4222,nukman,KPK,Asal tidak dipanggil KPK,Negative,,
4223,nukman,KPK,Jawapos menulis Taman Sari tak dikonfirmasi KPK . Kompas dan Detik mengutip KPK menyebut Grand Indonesia.,Neutral,,
4224,nukman,KPK,"kalau untuk kasus terkait KPK , apakah ada sumber lain yang lebih bisa dipercaya keakuratannya?",Positive,,
4225,nukman,KPK,"berita yg paling banyak disebarkan di media sosial tentang ""Patrialis Akbar ditangkap di.."" sudah ada yg mengutip KPK ""di Grand Indonesa"" pic.twitter.com/ZO6sPe2Su9",Negative,,
4226,nukman,KPK,"Setiap ada yang ketangkap KPK , kita bahagia karena ada yang ketangkap, atau kita sedih karena masih saja ada yang korupsi?",Neutral,,
4227,nukman,DPR,...anggota DPR bukan?,Positive,leanly opposing,
4228,nukman,DPR,"Malam-malam PLN Rapat dengan DPR , Ini Hasilnya http:// detik.id/6dUraO via @detikfinance | PLTN bakal diseriusi dan dibangun? pic.twitter.com/mXjYV13Pzk",Neutral,,
4229,nukman,DPR,"kalau ada di gedung DPR , sekalian ketemuan yuk habis acara ini | @maman1965",Neutral,,
4230,nukman,DPR,"konspirasi produsen obat sakit kepala RT @sudjiwotedjo : DPR perlu Dana Apirasi, org sakit kepala perlu Dana Aspirin. Kesimpulan?",Neutral,,
4231,nukman,DPR,Salah satu keindahan menjadi anggota DPR : bisa berantem di ruang sidang Senayan,Negative,,
4232,nukman,DPR,"Mestinya minta asbak RT @detikcom : Merokok di Ruang Sidang DPR , Anang Hermansyah Minta Maaf http:// detik.id/6HUJvM",Negative,,
4233,nukman,DPR,@sudjiwotedjo juga kurang penjelasan mengapa DPR tak melibatkan KPK spt saat Sutarman,Negative,,
4234,nukman,DPR,Ada yg berani bikin istri tandingan? RT @alvinlie21 : DPR Tandingan; Gubernur Tandingan; Ketum Tandingan; Berikutnya apa ya?,Neutral,,
4235,nukman,DPR,Tolak dualisme @sudjiwotedjo ! Re: DUALISME SUSU KALIAN OK! DUALISME BIJI KALIAN SENANG! KNP DUALISME PEMIMPIN DPR KALIAN TOLAK?,Negative,,
4236,nukman,DPR,"Nyimak twit @WJB__ ttg DPR tandingan, tak terasa kopi espresso sdh tandas pic.twitter.com/fKjYiWmhbE",Negative,,
4237,nukman,DPR,Apa beda DPR dan LDR?,Negative,,
4238,nukman,MPR,@PaulusBWS wah pasti sedang nonton pemilihan pemimpin MPR ini,Positive,leanly opposing,
4239,nukman,MPR,heh! RT @detikcom : Peringatan Hari Pancasila di MPR Banyak Kursi Kosong http:// de.tk/rTR2H,Negative,,
4240,nukman,MPR,Entah demo apa ini di depan gedung MPR /DPR *bus Damri terlalu cepat jalannya tak sempat baca* http://twitpic.com/3g2nv3,Neutral,,
4241,nukman,MPR,ketua MPR Taufik Kiemas memimpin upacara pelepasan jenazah Gus Dur di Ciganjur,Negative,,
4242,nukman,MPR,Amien Rais Minta 20% Gaji Pertama Anggota MPR Disumbangkan http://bit.ly/5HJDY (detik.com),Negative,,
4243,nukman,trump,coba tanya juga ke Trump ;),Positive,neutral,
4244,nukman,trump,"Trump , presiden yang lebih aktif ngetwit di akun pribadi daripada akun resmi Presiden AS. http:// tcrn.ch/2k1NkKL #via @techcrunch",Negative,,
4245,nukman,trump,itu juga terjadi di AS sehingga Trump terpiilih jadi presiden?,Positive,,
4246,nukman,trump,@realDonaldTrump baca mentionnya lucu-lucu :D,Neutral,,
4247,nukman,trump,para donatur terbesar jadi petinggi pilihan Trump . Balas jasa?,Positive,,
4248,nukman,trump,"Trump juga begitu, mungkin dia keturunan Indonesia",Positive,,
4249,nukman,trump,"Trump makan ayam KFC pakai sendok dan garpu, jadi bahan olok2",Negative,,
4250,nukman,obama,Perang (cyber) adalah peluang RT @detikinet : Obama Minta Rp 176 Triliun untuk Hadang Dedemit Maya http:// tinyurl.com/l8d7y5v,Positive,neutral,
4251,nukman,obama,Sateeeeeeeee!!!!! *itu teriakan Obama *,Negative,,
4252,nukman,obama,@awemany kalau program kesehatan Obama itu spt apa sih? apa bedanya dgn yg barusan diumumkan SBY?,Neutral,,
4253,nukman,obama,RT @Herrreza Hidup Puting.. Bubarkan Obama,Negative,,
4254,nukman,obama,Di Indonesia cuma sampai SMA sih ^.^RT @kudiarto : /nukman lah bukannya obama kuliah hukum?,Negative,,
4255,nukman,obama,Obama dulu RT @RofiUddarojat : Mana yang lebih dulu go internasional: Tolak Angin atau Agnes Monica? #renungansore,Positive,,
4256,nukman,obama,Bukti pendidikan kita bagus: Obama yang hanya sampai kelas 3 SD saja di Indonesia bisa jadi presiden AS 2x,Positive,,
4257,nukman,obama,Obama is Muslim TT pagi ini,Positive,,
4258,nukman,obama,Akhirnya boarding juga setelah tunda tiga jam. Krn kedatangan Obama semua jadwal pesawat di Bali kacau :),Negative,,
4259,nukman,obama,Obama memang datang ke Bali RT @func0 : Obama effect :) RT @nukman : Pesawatnya tunda dua jam :),Negative,,
4260,nukman,obama,RT @mellpr : Son: Obama is the American President. The Indonesian President is Obasi | *emaknya klenger*,Neutral,,
4261,Subiakto,jokowi,Tepat. Anda cermat RT @ombah2015: @ssirah @Subiakto Makasih @Subiakto nambah2 ilmu..berarti #Branding buat @jokowi cocoknya #Blusukan,Positive,leanly towards supportive,
4262,Subiakto,jokowi,"Sblm th 1964 300ribu itu = 300juta --> Jokowi : Orang Indonesia Kaya, Bayar Rp300 Ribu Sambil Tidur via @okezonenews http:// okz.me/T79m",Positive,,
4263,Subiakto,jokowi,Pake baju loreng RT @CNNindonesia Jokowi Akan Buka Muktamar Muhammadiyah di Makassar http:// cnn.id/60447,Neutral,,
4264,Subiakto,jokowi,Bingung RT @AmiraClint Tuduh jokowi ternyata Faisal Basri yang Neolib! - http:// RMOL.CO ... http:// tmi.me/1f5EKw,Negative,,
4265,Subiakto,jokowi,Setujuuuuuuu ... RT @RapplerID Jokowi berharap DPR setujui Sutiyoso sebagai Kepala BIN http:// rplr.co/1Gy02XZ pic.twitter.com/kfBpKu6OvU,Positive,,
4266,Subiakto,jokowi,"Jangan ke Solo RT @InfoJatimID Jokowi Mantu, Hotel di Solo Kehabisan Kamar http:// bit.ly/1InzIjx",Positive,,
4267,Subiakto,jokowi,UKM Mikro gak internetan mas broh RT @akuikieko Presiden Jokowi Berharap Broadband Dongkrak UKM via ... http:// tmi.me/1f49P5,Positive,,
4268,Subiakto,jokowi,Ingat mobil esemka RT @Dyt_a Cc pak Bi @Subiakto RT @okezonenews : Jokowi Pede Indonesia Bisa Bersaing di Pasar Bebas http:// okz.me/.com/RmbXEXhXjJ,Negative,,
4269,Subiakto,jokowi,#ManfaatBuatRakyatApa ? RT @republikaonline : Jokowi : Harus Ada Keseimbangan Dalam Tatanan Global Baru http:// republika.co.id/r/nn7prk,Negative,,
4270,Subiakto,jokowi,"#ManfaatnyaBuatRakyatApa ? RT @republikaonline : Warna Batik Jinping dan Jokowi Senada, Ada Apa? http:// republika.co.id/r/nn7opo",Negative,,
4271,Subiakto,pak ahok,Akhirnya nyampe kantor. Jl Raden Saleh - Jl Fatmawati 4 jam. Makasih pak Ahok . Semoga anda tambah sukses,Positive,completely supportive,
4272,Subiakto,pak ahok,Saran utk pak Ahok @basuki_btp pic.twitter.com/9CtRohAh3Z,Positive,,
4273,Subiakto,pak ahok,Kalau prof yg bilang sy percaya RT @yusrilihza_mhd : Jgn kuatir kan ada Pak Ahok hehe @Fajaru19 : @Yusrilihza_Mhd jkt hujan deras  &  banjir >.  ,Positive,,
4274,Subiakto,djarot,Gak pantes RT @Wilson_BleguR01 Org sakit.! @detikcom : Kelakar Wagub Djarot : Mau Nggak Banjir di Jakarta? ... http:// tmi.me/1eYHCK,Neutral,completely supportive,
4275,Subiakto,djarot,Bagus. Biaa menyamar RT @merdekadotcom http:// mdk.to/7gxA Sering blusukan Djarot tetap tak dikenal sebagai Wagub DKI,Positive,,
4276,Subiakto,djarot,"Pak Djarot punya visi yg sama RT @ceritalina @Subiakto @kompascom : Djarot Ibaratkan Minimarket ""Serigala"" Bagi UMKM http:// kom.ps/AFpHOB",Positive,,
4277,Subiakto,djarot,Penting? RT @tribunnews Ahok Sarankan Djarot Kenakan Pakaian Baru Dilantik Jadi Wagub DKI http:// bit.ly/1x5OfL1,Positive,,
4278,Subiakto,anies,Waduh. Clossing statement Anies kok kontra produktif ya? Sayang penampilannya jadi anti klimaks,Negative,leanly opposing,
4279,Subiakto,anies,Tweet terakhir Anies tgl 8 Juli. Ada apa? RT @aniesbaswedan Kedewasaan berpolitik = kemampuan utk tahu ambang ... http:// tmi.me/1exIy9,Neutral,,
4280,Subiakto,anies,"Kata si Anies ya? RT @JatengOlShop Calon pemimpn tercermin dari pendukungnya pak,RT @Subiakto : Awalnya sy gak ... http:// tmi.me/1evGKG",Negative,,
4281,Subiakto,anies,Persis RT @Metro_TV Anies : Perilaku Pendukung Mewakili Sifat yang Didukung http:// metrotvn.ws/A259441,Positive,,
4282,Subiakto,anies,Sy msih di jalan. Macet RT @Jeckseparow Pak @Subiakto di #MataNajwa lagi ada orang2 hebat lho. ada Mas Anies ... http:// tmi.me/1edbYL,Negative,,
4283,Subiakto,anies,Kemungkinan besar @rieke_diah dan sy dukung RT @pribadihendri : @AliLabel1 @Pak_JK @Panjipriut @Subiakto anies baswedan aja.,Negative,,
4284,Subiakto,anies,Melecehkan profesi periklanan --> Anies Baswedan: Iklan Politik Tak Gambarkan Kompetensi Seseorang http:// kom.ps/AFfDXh via @kompascom,Negative,,
4285,Subiakto,anies,Maaf. Asbun --> Anies Baswedan: Iklan Politik Tak Gambarkan Kompetensi Seseorang http:// kom.ps/AFfDXh via @kompascom,Negative,,
4286,Subiakto,anies,Anies Baswedan? RT @andre4sdj @Subiakto saya pilih capres yg bs mengajak semua elemen masyarakat Indonesia ... http:// tmi.me/1dJVsO,Positive,,
4287,Subiakto,anies,Sesama capres dilarang menyalip ditikungan. Uhuk RT @republikaonline : Anies Sindir Pengunduran Diri Gita http:// republika.co.id/r/n0ivpj,Negative,,
4288,Subiakto,anies,Yah. Sayang. Kenapa Anies gak masuk ke bonus demography. Hanya terjadi 1000 tahun sekali. Publik kecewa,Negative,,
4289,Subiakto,anies,Ayo Anies . Masuk ke Bonus Demography kelas menengah. Itu visi yg harus kamu angkat. Meh,Negative,,
4290,Subiakto,anies,Indonesia mengajarnya gak 'bunyi' RT @TrioMacan2000 3. Anies Baswedan adalah tokoh muda dibidang pendidikan. ... http:// tmi.me/17pDED,Negative,,
4291,Subiakto,anies,Budaya djancuk! *eh ... RT @sudjiwotedjo : Hmm..RT @c_ anies : Dr rakyat utk rakyat :D RT @detikcom : Rebut Tiket (cont) http://tl.gd/7nehbg,Negative,,
4292,Subiakto,sandi,Harusnya Sandi lebih banyak diberikan kesempatan bicara. Ternyata banyak kejutan khas pengusaha yg keluar dr Sandi . Solusi Anis sdh ketebak,Positive,completely supportive,
4293,Subiakto,sandi,Mau denger mas Sandi Uno juga hehehe RT @sandiuno Mantap pak bi RT @Subiakto Dari semua nara sumber ... http:// tmi.me/1f2a0z,Positive,,
4294,Subiakto,sandi,Ingat pramuka ingat sandi morse #Branding #pramuka,Neutral,,Different Subject Sandi Morse
4295,Subiakto,sandi,"Sandi the living legend RT @sandiuno Ktmu d legendary pak bi... RT @ZAEffendy "" @Subiakto : Gak ... http:// tmi.me/1eJ0lQ",Positive,,
4296,Subiakto,sandi,Gak sengaja srmalam ketemu om @sandiuno di tempat kondangan. Gak sempet ngobrol. Om Sandi buru2 cabut pic.twitter.com/I5n5MMCcZG,Positive,,
4297,Subiakto,sandi,Selamat ya mas Sandi RT @Lulu_Rineta Selamat ulang tahun ke -21 ADARO! Smg makin jaya! :) cc : Pak @sandiuno,Positive,,
4298,Subiakto,sandi,RT @krismoerwanto Ttg Lembaga Sandi Negara NSA-nya Indonesia http:// ow.ly/ptIFR  &  ... http:// tmi.me/1a84Ht,Neutral,,Different Subject Sandi = Password
4299,Subiakto,sandi,Okay mbak :) RT @sandiuno Okay @IndahLarisaSari Btw pak sandi saya bukan mbak mbak pak.panggil saya indah aja ... http:// tmi.me/13yfXb,Positive,,
4300,Subiakto,sandi,"Kelamaan. 2014 wapres. 2019 presiden RT @PeterGontha Sandi Uno, tahun 2019 Wapress, 2024 Presiden RI.. ... http:// tmi.me/123bgU",Positive,,
4301,Subiakto,sandi,HBD bro Sandi @sandiuno @Dessi_Rythm @eLDe_eR,Positive,,
4302,Subiakto,sandi,Mas @sandiuno mah jangan ditiru. Kerja disambil lari marathon aja sukses bukan main hehehe. Pagi mas Sandi @antonprananta,Positive,,
4303,Subiakto,sandi,Nanti kamu akan paham :) *puk-puk RT @af_ocol: makin makin blm ngrti RT @Subiakto : Bahasa sandi @af_ocol,Positive,,
4304,Subiakto,sandi,"Hihihi RT @sandiuno : Akuisisi terbaru @addiems Hahaha.. RT @Subiakto : Selamat ya mas, punya share di Lembaga SANDI negara @Lemsaneg_RI",Positive,,
4305,Subiakto,Bu Sri,RT @wimar : RT @montytiwa : RT @Metro_TV : Sri Mulyani Pilih Diam   -- Bu Sri males ngomong sama Pansus. Beliau nggak ngerti bahasa monyet.,Positive,completely supportive,
4306,Subiakto,Wiranto,Jleb RT @BonnieTriyana Barusan denger Wiranto diganti sama Jenderal Poniman.... Denger dari Moerdiono *eh,Positive,leanly towards supportive,
4307,Subiakto,Wiranto,Nyoi ... RT @kusaeni : @Subiakto kayak Wiranto ya oom?,Positive,,
4308,Subiakto,Wiranto,"Yoi RT @permanasonny : Sekarang sisa slot iklannya Pak Wiranto , diganti dgn Pak Prabowo :)) @solehsolihun @Subiakto",Positive,,
4309,Subiakto,Wiranto,Alibinya ada di Malang bersama Pati lainnya saat kejadian RT @saptoirawan : Seolah2 wiranto ini merasa bersih banget dari kasus 98. @Subiakto,Negative,,
4310,Subiakto,Wiranto,"Eaaaa ... pak @wiranto ki ndisik tanggaku let patang omah RT @robbie1945 : @Subiakto mburi batik semar mas, klurahane yo punggawan he he...",Positive,,
4311,Subiakto,Wiranto,"Bliau pasti pilih Hanura. RT @Arrasyid_Alwi Tadi pak wiranto juga udah nyoblos, kira2 dia pilih apa ya pak ... http:// tmi.me/1e75Ef",Neutral,,
4312,Subiakto,Wiranto,"Di tv mana? RT @duwik Ini wiranto di tv, pura2 nyamar, di blakngnya ada pengawal, bagi2 uang segla @danrem @kurawa @Subiakto",Neutral,,
4313,Subiakto,Wiranto,Bijinya tinggal satu RT @__Haidary: Merendahkan raja bisa dikutuk jadi jambu mente RT @kompascom : Wiranto Bantah Rendahkan Rhoma Irama...,Positive,,
4314,Subiakto,Wiranto,What? Sbg sesama orang Punggawan sy tersinggung RT @republikaonline : PKB Usulkan Wiranto Jadi Cawapres Rhoma Irama http:// republika.co.id/r/mxwgue,Positive,,
4315,Subiakto,Wiranto,"""Bukannya sombong ..."" terus sombong *khasEndonesah RT @VIVAnews : Hanura: Wiranto Tak Bermaksud Rendahkan Rhoma Irama http:// goo.gl/bCU57I",Neutral,,
4316,Subiakto,Bu Susi,Separah inikah? RT @ulinyusron Transkrip rapat Bu Susi dengan TNI Polri soal pencurian ikan di laut. Mesakke ... http:// tmi.me/1eRIcV,Neutral,completely supportive,
4317,Subiakto,Bu Susi,Kultwit dong biar pada tau RT @meimustika @herupe @Subiakto @eae18 gemes deh baca komentar orang gak ngerti kemampuan Bu Susi itu..,Positive,,
4318,Subiakto,Bu Susi,"Bule mana bu ? RT @yuyun_anwar @Subiakto suami bu susi ini orang bule juga sih, ya kl dipikir ya internasional jg kali ya. Wis nerima ae wis",Positive,,
4319,Subiakto,Bu Susi,Kenapa bu ? RT @yuyun_anwar Ya Allah bu susi mentri perikanan ? Hadeww gak ada yang lainnya ? #tepok2 jidat kalo benar,Positive,,
4320,Subiakto,Bu Susi,"Monggo bu susi RT @si_ susi Ijin nyimak pak @Subiakto , kemudian join:)",Neutral,,Different Subject Bu Susi
4321,Subiakto,bu mega,"Hehehe RT @fajarnugros @venturaE terus itu kang koran balik ke teman-temannya bilang; ""tadi koranku dibeli Bu Mega !""",Positive,completely supportive,
4322,Subiakto,bu mega,"Bu Mega kan semboyannya ""Diam itu emas""? RT @ALeChocotela Kl kelemahan Jokowi itu bu Mega pie mas ? ... http:// tmi.me/1en7SP",Positive,,
4323,Subiakto,bu mega,"Pilih kotak yg mana RT @nursadino : "" @Subiakto : 19.Atau bu Mega adalah capres YANG lbh cocok jadi Ibu negara drpd presiden...",Positive,,
4324,Subiakto,bu mega,"Bu Mega juga nggak. Yg mikirin timsesnya RT @GueGakMikirin: Santai ajalah bang, toh @jokowi_do2 juga gak mikirin surveian2 copras capres...",Positive,,
4325,Subiakto,bu mega,Tanya bu Mega . sy tidak tau RT @asabhitam : @Subiakto @lisaboedi @panca66 @jokowi_do2 sampai sekarang belum ke bukti yo lek?,Positive,,
4326,Subiakto,bu mega,Saya BUKAN AKUN ANONIM RT @yohan_ona : Dibayar brapa om? RT @Subiakto : Rakyat rindu sosok Bung Karno. Jadikan bu Mega presiden #brand,Positive,,
4327,Subiakto,bu mega,Rakyat rindu sosok Bung Karno. Jadikan bu Mega presiden #brand,Positive,,
4328,Subiakto,bu mega,Ini devinisi bu Mega loh. Sy gak ikutan RT @merdekadotcom Mega : Manusia baru punya hati nurani ... http:// tmi.me/1d68sL,Neutral,,
4329,Subiakto,bu mega,"Aha! *kebangunlagi RT @estuernesto Bu Ani memuji Bu Mega ....ingat Bu (Ani), Pak Taufiq udah ga ada lho..... #selamatMALAM",Positive,,
4330,Subiakto,bu mega,Kasih tau gak ya? RT @diyahfu: Bu Mega pilih mana ya kira2RT @Subiakto Trah Soekarno. RT @diyahfu: Bu Puan Maharani gmn dong,Positive,,
4331,Subiakto,bu mega,"Dapurmu koyo leo hehehe RT @DjatihutomoKGPH : Ahiink.."" @Subiakto : Uhuk! RT @pipinBeck :.. Bu Mega ...hanya 2,5 th. Pak SBY sdh 7 thn susah juga",Positive,,
4332,Subiakto,bu mega,"Uhuk! RT @pipinBeck : Yeee.... Bu Mega menjabat hanya 2,5 th. Pak SBY sudah 7 thn susah juga membandingkan ttg Komitmen berantas korupsi.",Positive,,
4333,Subiakto,bu mega,Yg sy tau bu Mega jual Indosat RT @evndari : @subiakto platform tiap presiden kan beda2. LOI IMF 2001. soal komit ... http://tmi.me/3cb8d,Positive,,
4334,Subiakto,prabowo,Kalau tau sebelumnya sy hadir --> Perhumas Tercengang dengan Pemaparan Prabowo . http:// kom.ps/AEJLCr,Positive,neutral,
4335,Subiakto,prabowo,Nyinyir --> RT @roelymartha Nonton TVONE aja. Presiden nya Prabowo lho. @Kata2Sakti @ZaraZettiraZR @Subiakto @bang_dw @Restyies @RatnaSpaet,Negative,,
4336,Subiakto,prabowo,Kelas? Sekolah mana? RT @republikaonline : Prabowo -Hatta Termasuk Kelas Negarawan http:// republika.co.id/r/ndr1eh,Neutral,,
4337,Subiakto,prabowo,#ibakita RT @MohArifWidarto : Segera 1:6 Pak :) RT @Subiakto : Stlh score 1:5 RT @detikcom PDIP: Pertemuan Prabowo -Jokowi Contoh Baik Bagi...,Negative,,
4338,Subiakto,prabowo,Stlh score 1:5 RT @detikcom PDIP: Pertemuan Prabowo -Jokowi Contoh Baik Bagi Demokrasi http:// de.tk/6Km83D,Negative,,
4339,Subiakto,prabowo,Koalisi Merah Putih secara sepihak di sebut sbg Koalisi Pembela Prabowo oleh Media *kejam,Negative,,
4340,Subiakto,prabowo,"Perbanya istighfar RT @luviku Sudahlah om...Yg sepuh2 bukan ngobong2 spt ini. Sing sareh "" @gm_gm : Sasaran kubu Prabowo berikutnya: KPK....""",Neutral,,
4341,Subiakto,prabowo,Cerdas RT @FareedAlaydrus Jika RUU Pilkada disahkan koalisi Prabowo bisa raih 31 posisi gubernur @Subiakto @TitiekSoeharto,Positive,,
4342,Subiakto,prabowo,RT @tribunnews Petinggi PDIP Yakin Partai Pendukung Prabowo Gabung ke Jokowi http:// bit.ly/1v7XdpJ,Positive,,
4343,Subiakto,prabowo,Selamat menyajikan putusan yg substantif RT @Metro_TV : Hakim MK Begadang untuk Putuskan Gugatan Prabowo Hatta http:// metrotvn.ws/A279880,Positive,,
4344,Subiakto,prabowo,"Tuker tempat dong? Qiqiqi RT @addiems :) Jimly ke Tim Prabowo -Hatta: Enak Ya Tinggal Ngaduin, Nggak Buktiin http:// de.tk/604ix8",Negative,,
4345,Subiakto,prabowo,Headline yg tendensius --> RT @kompascom : Hakim MK Mentahkan Kesiapan Prabowo Bawa Ribuan Saksi http:// kom.ps/AFl6Ar,Negative,,
4346,Subiakto,prabowo,""" @KontanNASIONAL : Bela Prabowo , Elza Syarif dipecat dari Hanura http:// bit.ly/1rDHnjq """,Neutral,,
4347,Subiakto,prabowo,"Biarkan MK bekerja RT @RiandyAhmad : Kok jd dagang truk bgini @Subiakto RT @kompascom : ""Kalau Prabowo Punya Data 10 Truk, Saya Kira KPU...",Neutral,,
4348,Subiakto,prabowo,Seperti brand loyalis Jokowi yg menolak brand Prabowo . Dan sebaliknya brand loyalis Prabowo yg menolak brand Jokowi @BukanAkademi,Negative,,
4349,Subiakto,sby,Minggu jam 15.00 RT @Harsavin Pak @Subiakto acara di Sby yg Sabtu ato Minggu Pak ? Mksh,Neutral,leanly towards supportive,"Different Subject, Sby = City = Surabaya"
4350,Subiakto,sby,"Tidak ada kejutan? RT @detikcom : SBY Resmi Jadi Ketum, Kongres IV Partai Demokrat Ditutup Malam ini http:// detik.id/V2wxVn",Neutral,,
4351,Subiakto,sby,"Pengalaman buruk ke-2 di Swissbell Hotel Sby . 2014 lwt Agoda, skrg lwt http:// booking.com . Dua2nya status oke tp gak dpt kamar. Kapok!",Negative,,"Different Subject, Sby = City = Surabaya"
4352,Subiakto,sby,Respek bu Risma RT @erhatwitt @Subiakto respect pak !!! Foto di grahadi sby . https://twitter.com/erhatwitt/status/550181584150601728/photo/1 pic.twitter.com/bDgzL5dDIn,Positive,,"Different Subject, Sby = City = Surabaya"
4353,Subiakto,sby,Woder-full Indonesia murni pencitraan. SBY mmg ahlinya. Sayang gak bisa dijadikan acuan KPI masing2 menterinya @krismoerwanto @GDSuhendra,Positive,,
4354,Subiakto,sby,Thn 2008 sy bilang ke pak SBY bhw tugas presiden cm satu. Memposisikan Indonesaia dlm peta dunia *positioning @krismoerwanto @GDSuhendra,Positive,,
4355,Subiakto,sby,? RT @TAUFIKYUSUFJFR @DidiKeitha @Subiakto @IndraJPiliang prestasi SBY beliau sebut melunaasi hutang ke bank dunia..,Positive,,
4356,Subiakto,sby,Resiko pengusaha. Kita bareng2 cari jalan keluarnya RT @chafidputra Ongkos ekspedisi Sby - Lombok naik 15% ... http:// tmi.me/1eS7Nw,Neutral,,"Different Subject, Sby = City = Surabaya"
4357,Subiakto,sby,9. Nama Bambang dan Susilo jg nama sejuta umat. Yudhoyono baru unik. Tapi kepanjangan. Langkah pertama mengubahnya menjadi SBY #Branding,Positive,,
4358,Subiakto,sby,9. Nama Bambang dan Susilo jg nama sejuta umat. Yudhoyono baru unik. Tapi kepanjangan. Langkah pertama mengubahnya menjadi SBY #Branding,Positive,,Duplicate
4359,Subiakto,sby,"Megawati juga RT @VIVAnews SBY , Ahok dan Prabowo Kompak Hadiri Pelantikan Jokowi http:// dlvr.it/7Fzpc9 @basuki_btp",Positive,,
4360,Subiakto,sby,"Kaleng krupuknya jangan sampe ketinggalan RT @kompascom Mengintip Presiden SBY ""Beberes"" Kantor http:// kom.ps/AFnLSk",Positive,,
4361,Subiakto,sby,Tipisan Jokowi dong *kasatmata RT @Metro_TV Ruhut: SBY dan Jokowi Beda Tipis http:// metrotvn.ws/A303485,Positive,,
4362,Subiakto,Zulkifli Hasan,Pecat! RT @infobencana : #DaruratRiau Zulkifli Hasan Berkilah Bahwa Masalah Asap Sudah Maksimal Penanganannya http:// bit.ly/1nmB4Rw,Negative,completely opposing,
4363,Subiakto,Surya Paloh,Awas ya --> RT @VIVAnews : Surya Paloh : DPR Jangan Selalu Tekan Pemerintah http:// dlvr.it/7TpC4m pic.twitter.com/N4zTi822hC,Negative,leanly opposing,
