[line: 164] Namespace(C1=0.1, C2=0.001, adjust_every=8, arch='ParseGCNNSent', batch_size=32, clip_norm=3, config='cfgs/config_parse_gcnn_glove.yaml', data_path='data/generated_data/', dic_path='data/generated_data/vocab/dict.pkl', dropout=0.5, e=False, elmo_config_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json', elmo_weight_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5', embed_dim=300, embed_num=5091, embed_path='data/generated_data/vocab/local_emb.pkl', epoch=30, exp_name='parse_gcnn_glove', finetune_embed=False, if_gpu=True, if_replace=False, if_reset=True, if_update_embed=True, is_stanford_nlp=True, k_fold=6, l2=0.001, l_dropout=0.1, l_hidden_size=256, l_num_layers=2, load_path='', log_path='data/logs/', lr=0.0005, mask_dim=50, model_path='data/models/', opt='Adam', pretrained_embed_path='../data/glove.840B.300d.txt', print_freq=10, snapshot_dir='checkpoints/', test_path='data/generated_data/Restaurants_Test_Gold.xml.pkl', train_path='data/generated_data/train.pkl', training=True, use_gpu=True, valid_path='data/generated_data/valid.pkl')
[line: 168] config           cfgs/config_parse_gcnn_glove.yaml
[line:  98] i_iter 41/93 cls_loss: 0.725223
[line:  98] i_iter 42/93 cls_loss: 0.690789
[line:  98] i_iter 43/93 cls_loss: 0.643203
[line:  98] i_iter 44/93 cls_loss: 0.646494
[line:  98] i_iter 45/93 cls_loss: 0.631289
[line:  98] i_iter 46/93 cls_loss: 0.637139
[line:  98] i_iter 47/93 cls_loss: 0.630692
[line:  98] i_iter 48/93 cls_loss: 0.660546
[line:  98] i_iter 49/93 cls_loss: 0.645828
[line:  98] i_iter 51/93 cls_loss: 0.626564
[line:  98] i_iter 52/93 cls_loss: 0.639777
[line:  98] i_iter 53/93 cls_loss: 0.652232
[line:  98] i_iter 54/93 cls_loss: 0.654194
[line:  98] i_iter 55/93 cls_loss: 0.661910
[line:  98] i_iter 56/93 cls_loss: 0.654463
[line:  98] i_iter 57/93 cls_loss: 0.657097
[line:  98] i_iter 58/93 cls_loss: 0.625685
[line:  98] i_iter 59/93 cls_loss: 0.596756
[line:  98] i_iter 61/93 cls_loss: 0.631022
[line:  98] i_iter 62/93 cls_loss: 0.635797
[line:  98] i_iter 63/93 cls_loss: 0.631776
[line:  98] i_iter 64/93 cls_loss: 0.654936
[line:  98] i_iter 65/93 cls_loss: 0.686898
[line:  98] i_iter 66/93 cls_loss: 0.696066
[line:  98] i_iter 67/93 cls_loss: 0.705828
[line:  98] i_iter 68/93 cls_loss: 0.732662
[line:  98] i_iter 69/93 cls_loss: 0.756720
[line:  98] i_iter 71/93 cls_loss: 0.759502
[line:  98] i_iter 72/93 cls_loss: 0.740599
[line:  98] i_iter 73/93 cls_loss: 0.746426
[line:  98] i_iter 74/93 cls_loss: 0.714900
[line:  98] i_iter 75/93 cls_loss: 0.710534
[line:  98] i_iter 76/93 cls_loss: 0.737637
[line:  98] i_iter 77/93 cls_loss: 0.717771
[line:  98] i_iter 78/93 cls_loss: 0.716705
[line:  98] i_iter 79/93 cls_loss: 0.706766
[line:  98] i_iter 81/93 cls_loss: 0.692473
[line:  98] i_iter 82/93 cls_loss: 0.717092
[line:  98] i_iter 83/93 cls_loss: 0.698940
[line:  98] i_iter 84/93 cls_loss: 0.698972
[line:  98] i_iter 85/93 cls_loss: 0.693530
[line:  98] i_iter 86/93 cls_loss: 0.660779
[line:  98] i_iter 87/93 cls_loss: 0.676854
[line:  98] i_iter 88/93 cls_loss: 0.664842
[line:  98] i_iter 89/93 cls_loss: 0.680678
[line:  98] i_iter 91/93 cls_loss: 0.664856
[line:  98] i_iter 92/93 cls_loss: 0.649879
[line: 121] Evaluting
[line: 102] epoch 2, Validation acc: 0.7154742096505824
[line: 121] Evaluting
[line: 112] epoch 2, Test acc: 0.7696428571428572
[line:  98] i_iter 1/93 cls_loss: 0.656752
[line:  98] i_iter 2/93 cls_loss: 0.633469
[line:  98] i_iter 3/93 cls_loss: 0.638078
[line:  98] i_iter 4/93 cls_loss: 0.601011
[line:  98] i_iter 5/93 cls_loss: 0.582204
[line:  98] i_iter 6/93 cls_loss: 0.585606
[line:  98] i_iter 7/93 cls_loss: 0.627821
[line:  98] i_iter 8/93 cls_loss: 0.613037
[line:  98] i_iter 9/93 cls_loss: 0.602766
[line:  98] i_iter 11/93 cls_loss: 0.603637
[line:  98] i_iter 12/93 cls_loss: 0.588247
[line:  98] i_iter 13/93 cls_loss: 0.581666
[line:  98] i_iter 14/93 cls_loss: 0.601394
[line:  98] i_iter 15/93 cls_loss: 0.623485
[line:  98] i_iter 16/93 cls_loss: 0.608180
[line:  98] i_iter 17/93 cls_loss: 0.577553
[line:  98] i_iter 18/93 cls_loss: 0.586446
[line:  98] i_iter 19/93 cls_loss: 0.576796
[line:  98] i_iter 21/93 cls_loss: 0.587400
[line:  98] i_iter 22/93 cls_loss: 0.588873
[line:  98] i_iter 23/93 cls_loss: 0.579028
[line:  98] i_iter 24/93 cls_loss: 0.592854
[line:  98] i_iter 25/93 cls_loss: 0.579462
[line:  98] i_iter 26/93 cls_loss: 0.568810
[line:  98] i_iter 27/93 cls_loss: 0.568503
[line:  98] i_iter 28/93 cls_loss: 0.554434
[line:  98] i_iter 29/93 cls_loss: 0.552798
[line:  98] i_iter 31/93 cls_loss: 0.540008
[line:  98] i_iter 32/93 cls_loss: 0.565969
[line:  98] i_iter 33/93 cls_loss: 0.575923
[line:  98] i_iter 34/93 cls_loss: 0.559832
[line:  98] i_iter 35/93 cls_loss: 0.566688
[line:  98] i_iter 36/93 cls_loss: 0.565460
[line:  98] i_iter 37/93 cls_loss: 0.559854
[line:  98] i_iter 38/93 cls_loss: 0.561783
[line:  98] i_iter 39/93 cls_loss: 0.585098
[line:  98] i_iter 41/93 cls_loss: 0.560384
[line:  98] i_iter 42/93 cls_loss: 0.584078
[line:  98] i_iter 43/93 cls_loss: 0.582874
[line:  98] i_iter 44/93 cls_loss: 0.610768
[line:  98] i_iter 45/93 cls_loss: 0.625546
[line:  98] i_iter 46/93 cls_loss: 0.621431
[line:  98] i_iter 47/93 cls_loss: 0.625060
[line:  98] i_iter 48/93 cls_loss: 0.661538
[line:  98] i_iter 49/93 cls_loss: 0.651406
[line:  98] i_iter 51/93 cls_loss: 0.710129
[line:  98] i_iter 52/93 cls_loss: 0.692473
[line:  98] i_iter 53/93 cls_loss: 0.687690
[line:  98] i_iter 54/93 cls_loss: 0.649887
[line:  98] i_iter 55/93 cls_loss: 0.636450
[line:  98] i_iter 56/93 cls_loss: 0.658141
[line:  98] i_iter 57/93 cls_loss: 0.657889
[line:  98] i_iter 58/93 cls_loss: 0.614722
[line:  98] i_iter 59/93 cls_loss: 0.617973
[line:  98] i_iter 61/93 cls_loss: 0.576988
[line:  98] i_iter 62/93 cls_loss: 0.571244
[line:  98] i_iter 63/93 cls_loss: 0.569250
[line:  98] i_iter 64/93 cls_loss: 0.569951
[line:  98] i_iter 65/93 cls_loss: 0.538306
[line:  98] i_iter 66/93 cls_loss: 0.534600
[line:  98] i_iter 67/93 cls_loss: 0.535032
[line:  98] i_iter 68/93 cls_loss: 0.530618
[line:  98] i_iter 69/93 cls_loss: 0.526153
[line:  98] i_iter 71/93 cls_loss: 0.526539
[line:  98] i_iter 72/93 cls_loss: 0.521338
[line:  98] i_iter 73/93 cls_loss: 0.519927
[line:  98] i_iter 74/93 cls_loss: 0.529953
[line:  98] i_iter 75/93 cls_loss: 0.560815
[line:  98] i_iter 76/93 cls_loss: 0.565957
[line:  98] i_iter 77/93 cls_loss: 0.571764
[line:  98] i_iter 78/93 cls_loss: 0.583049
[line:  98] i_iter 79/93 cls_loss: 0.590998
[line:  98] i_iter 81/93 cls_loss: 0.570972
[line:  98] i_iter 82/93 cls_loss: 0.581332
[line:  98] i_iter 83/93 cls_loss: 0.618279
[line:  98] i_iter 84/93 cls_loss: 0.615170
[line:  98] i_iter 85/93 cls_loss: 0.634732
[line:  98] i_iter 86/93 cls_loss: 0.638209
[line:  98] i_iter 87/93 cls_loss: 0.654305
[line:  98] i_iter 88/93 cls_loss: 0.655088
[line:  98] i_iter 89/93 cls_loss: 0.651011
[line:  98] i_iter 91/93 cls_loss: 0.698319
[line:  98] i_iter 92/93 cls_loss: 0.679888
[line: 121] Evaluting
[line: 102] epoch 3, Validation acc: 0.718801996672213
[line: 121] Evaluting
[line: 112] epoch 3, Test acc: 0.7732142857142857
[line:  98] i_iter 1/93 cls_loss: 0.647198
[line:  98] i_iter 2/93 cls_loss: 0.612673
[line:  98] i_iter 3/93 cls_loss: 0.611097
[line:  98] i_iter 4/93 cls_loss: 0.592105
[line:  98] i_iter 5/93 cls_loss: 0.592402
[line:  98] i_iter 6/93 cls_loss: 0.602903
[line:  98] i_iter 7/93 cls_loss: 0.587578
[line:  98] i_iter 8/93 cls_loss: 0.573767
[line:  98] i_iter 9/93 cls_loss: 0.566470
[line:  98] i_iter 11/93 cls_loss: 0.583121
[line:  98] i_iter 12/93 cls_loss: 0.609080
[line:  98] i_iter 13/93 cls_loss: 0.609605
[line:  98] i_iter 14/93 cls_loss: 0.607916
[line:  98] i_iter 15/93 cls_loss: 0.608939
[line:  98] i_iter 16/93 cls_loss: 0.590153
[line:  98] i_iter 17/93 cls_loss: 0.587127
[line:  98] i_iter 18/93 cls_loss: 0.569801
[line:  98] i_iter 19/93 cls_loss: 0.574317
[line:  98] i_iter 21/93 cls_loss: 0.557778
[line:  98] i_iter 22/93 cls_loss: 0.546124
[line:  98] i_iter 23/93 cls_loss: 0.551803
[line:  98] i_iter 24/93 cls_loss: 0.544685
[line:  98] i_iter 25/93 cls_loss: 0.553534
[line:  98] i_iter 26/93 cls_loss: 0.559825
[line:  98] i_iter 27/93 cls_loss: 0.564674
[line:  98] i_iter 28/93 cls_loss: 0.608459
[line:  98] i_iter 29/93 cls_loss: 0.610754
[line:  98] i_iter 31/93 cls_loss: 0.594587
[line:  98] i_iter 32/93 cls_loss: 0.582880
[line:  98] i_iter 33/93 cls_loss: 0.570932
[line:  98] i_iter 34/93 cls_loss: 0.576429
[line:  98] i_iter 35/93 cls_loss: 0.570232
[line:  98] i_iter 36/93 cls_loss: 0.579056
[line:  98] i_iter 37/93 cls_loss: 0.601368
[line:  98] i_iter 38/93 cls_loss: 0.576835
[line:  98] i_iter 39/93 cls_loss: 0.586625
[line:  98] i_iter 41/93 cls_loss: 0.649161
[line:  98] i_iter 42/93 cls_loss: 0.650427
[line:  98] i_iter 43/93 cls_loss: 0.630839
[line:  98] i_iter 44/93 cls_loss: 0.619147
[line:  98] i_iter 45/93 cls_loss: 0.609051
[line:  98] i_iter 46/93 cls_loss: 0.608441
[line:  98] i_iter 47/93 cls_loss: 0.602240
[line:  98] i_iter 48/93 cls_loss: 0.571972
[line:  98] i_iter 49/93 cls_loss: 0.565885
[line:  98] i_iter 51/93 cls_loss: 0.552417
[line:  98] i_iter 52/93 cls_loss: 0.553369
[line:  98] i_iter 53/93 cls_loss: 0.557650
[line:  98] i_iter 54/93 cls_loss: 0.568213
[line:  98] i_iter 55/93 cls_loss: 0.580805
[line:  98] i_iter 56/93 cls_loss: 0.555934
[line:  98] i_iter 57/93 cls_loss: 0.546101
[line:  98] i_iter 58/93 cls_loss: 0.560271
[line:  98] i_iter 59/93 cls_loss: 0.571612
[line:  98] i_iter 61/93 cls_loss: 0.524055
[line:  98] i_iter 62/93 cls_loss: 0.524060
[line:  98] i_iter 63/93 cls_loss: 0.524629
[line:  98] i_iter 64/93 cls_loss: 0.531217
[line:  98] i_iter 65/93 cls_loss: 0.527525
[line:  98] i_iter 66/93 cls_loss: 0.538777
[line:  98] i_iter 67/93 cls_loss: 0.522539
[line:  98] i_iter 68/93 cls_loss: 0.517402
[line:  98] i_iter 69/93 cls_loss: 0.489053
[line:  98] i_iter 71/93 cls_loss: 0.496251
[line:  98] i_iter 72/93 cls_loss: 0.495654
[line:  98] i_iter 73/93 cls_loss: 0.491247
[line:  98] i_iter 74/93 cls_loss: 0.510467
[line:  98] i_iter 75/93 cls_loss: 0.492349
[line:  98] i_iter 76/93 cls_loss: 0.507897
[line:  98] i_iter 77/93 cls_loss: 0.518839
[line:  98] i_iter 78/93 cls_loss: 0.523369
[line:  98] i_iter 79/93 cls_loss: 0.529656
[line:  98] i_iter 81/93 cls_loss: 0.517394
[line:  98] i_iter 82/93 cls_loss: 0.498829
[line:  98] i_iter 83/93 cls_loss: 0.504219
[line:  98] i_iter 84/93 cls_loss: 0.461741
[line:  98] i_iter 85/93 cls_loss: 0.491848
[line:  98] i_iter 86/93 cls_loss: 0.447819
[line:  98] i_iter 87/93 cls_loss: 0.454741
[line:  98] i_iter 88/93 cls_loss: 0.463670
[line:  98] i_iter 89/93 cls_loss: 0.461994
[line:  98] i_iter 91/93 cls_loss: 0.466074
[line:  98] i_iter 92/93 cls_loss: 0.474354
[line: 121] Evaluting
[line: 102] epoch 4, Validation acc: 0.7287853577371048
[line: 121] Evaluting
[line: 112] epoch 4, Test acc: 0.7669642857142858
[line:  98] i_iter 1/93 cls_loss: 0.469128
[line:  98] i_iter 2/93 cls_loss: 0.461190
[line:  98] i_iter 3/93 cls_loss: 0.498184
[line:  98] i_iter 4/93 cls_loss: 0.477825
[line:  98] i_iter 5/93 cls_loss: 0.493323
[line:  98] i_iter 6/93 cls_loss: 0.496227
[line:  98] i_iter 7/93 cls_loss: 0.509633
[line:  98] i_iter 8/93 cls_loss: 0.529789
[line:  98] i_iter 9/93 cls_loss: 0.533029
[line:  98] i_iter 11/93 cls_loss: 0.564982
[line:  98] i_iter 12/93 cls_loss: 0.551920
[line:  98] i_iter 13/93 cls_loss: 0.546627
[line:  98] i_iter 14/93 cls_loss: 0.554509
[line:  98] i_iter 15/93 cls_loss: 0.546447
[line:  98] i_iter 16/93 cls_loss: 0.532837
[line:  98] i_iter 17/93 cls_loss: 0.521636
[line:  98] i_iter 18/93 cls_loss: 0.517791
[line:  98] i_iter 19/93 cls_loss: 0.521066
[line:  98] i_iter 21/93 cls_loss: 0.514984
[line:  98] i_iter 22/93 cls_loss: 0.509031
[line:  98] i_iter 23/93 cls_loss: 0.492831
[line:  98] i_iter 24/93 cls_loss: 0.526687
[line:  98] i_iter 25/93 cls_loss: 0.515067
[line:  98] i_iter 26/93 cls_loss: 0.547815
[line:  98] i_iter 27/93 cls_loss: 0.545935
[line:  98] i_iter 28/93 cls_loss: 0.514682
[line:  98] i_iter 29/93 cls_loss: 0.534429
[line:  98] i_iter 31/93 cls_loss: 0.533896
[line:  98] i_iter 32/93 cls_loss: 0.538193
[line:  98] i_iter 33/93 cls_loss: 0.557540
[line:  98] i_iter 34/93 cls_loss: 0.548098
[line:  98] i_iter 35/93 cls_loss: 0.526105
[line:  98] i_iter 36/93 cls_loss: 0.525472
[line:  98] i_iter 37/93 cls_loss: 0.514811
[line:  98] i_iter 38/93 cls_loss: 0.554323
[line:  98] i_iter 39/93 cls_loss: 0.526805
[line:  98] i_iter 41/93 cls_loss: 0.522759
[line:  98] i_iter 42/93 cls_loss: 0.533227
[line:  98] i_iter 43/93 cls_loss: 0.516038
[line:  98] i_iter 44/93 cls_loss: 0.478411
[line:  98] i_iter 45/93 cls_loss: 0.512489
[line:  98] i_iter 46/93 cls_loss: 0.486275
[line:  98] i_iter 47/93 cls_loss: 0.516885
[line:  98] i_iter 48/93 cls_loss: 0.513321
[line:  98] i_iter 49/93 cls_loss: 0.501695
[line:  98] i_iter 51/93 cls_loss: 0.491641
[line:  98] i_iter 52/93 cls_loss: 0.500163
[line:  98] i_iter 53/93 cls_loss: 0.512538
[line:  98] i_iter 54/93 cls_loss: 0.534218
[line:  98] i_iter 55/93 cls_loss: 0.526440
[line:  98] i_iter 56/93 cls_loss: 0.509749
[line:  98] i_iter 57/93 cls_loss: 0.490464
[line:  98] i_iter 58/93 cls_loss: 0.463155
[line:  98] i_iter 59/93 cls_loss: 0.484870
[line:  98] i_iter 61/93 cls_loss: 0.496356
[line:  98] i_iter 62/93 cls_loss: 0.486082
[line:  98] i_iter 63/93 cls_loss: 0.469468
[line:  98] i_iter 64/93 cls_loss: 0.465156
[line:  98] i_iter 65/93 cls_loss: 0.462390
[line:  98] i_iter 66/93 cls_loss: 0.486061
[line:  98] i_iter 67/93 cls_loss: 0.505099
[line:  98] i_iter 68/93 cls_loss: 0.500396
[line:  98] i_iter 69/93 cls_loss: 0.498521
[line:  98] i_iter 71/93 cls_loss: 0.470802
[line:  98] i_iter 72/93 cls_loss: 0.469866
[line:  98] i_iter 73/93 cls_loss: 0.466982
[line:  98] i_iter 74/93 cls_loss: 0.454357
[line:  98] i_iter 75/93 cls_loss: 0.437823
[line:  98] i_iter 76/93 cls_loss: 0.420652
[line:  98] i_iter 77/93 cls_loss: 0.392216
[line:  98] i_iter 78/93 cls_loss: 0.404300
[line:  98] i_iter 79/93 cls_loss: 0.395139
[line:  98] i_iter 81/93 cls_loss: 0.461455
[line:  98] i_iter 82/93 cls_loss: 0.468050
[line:  98] i_iter 83/93 cls_loss: 0.496636
[line:  98] i_iter 84/93 cls_loss: 0.494864
[line:  98] i_iter 85/93 cls_loss: 0.512640
[line:  98] i_iter 86/93 cls_loss: 0.547084
[line:  98] i_iter 87/93 cls_loss: 0.570901
[line:  98] i_iter 88/93 cls_loss: 0.595016
[line:  98] i_iter 89/93 cls_loss: 0.613815
[line:  98] i_iter 91/93 cls_loss: 0.565984
[line:  98] i_iter 92/93 cls_loss: 0.628100
[line: 121] Evaluting
[line: 102] epoch 5, Validation acc: 0.6988352745424293
[line:  98] i_iter 1/93 cls_loss: 0.628668
[line:  98] i_iter 2/93 cls_loss: 0.618637
[line:  98] i_iter 3/93 cls_loss: 0.596116
[line:  98] i_iter 4/93 cls_loss: 0.586510
[line:  98] i_iter 5/93 cls_loss: 0.545184
[line:  98] i_iter 6/93 cls_loss: 0.543347
[line:  98] i_iter 7/93 cls_loss: 0.526849
[line:  98] i_iter 8/93 cls_loss: 0.521425
[line:  98] i_iter 9/93 cls_loss: 0.452552
[line:  98] i_iter 11/93 cls_loss: 0.459098
[line:  98] i_iter 12/93 cls_loss: 0.459711
[line:  98] i_iter 13/93 cls_loss: 0.478743
[line:  98] i_iter 14/93 cls_loss: 0.475220
[line:  98] i_iter 15/93 cls_loss: 0.473740
[line:  98] i_iter 16/93 cls_loss: 0.468986
[line:  98] i_iter 17/93 cls_loss: 0.459947
[line:  98] i_iter 18/93 cls_loss: 0.482223
[line:  98] i_iter 19/93 cls_loss: 0.484478
[line:  98] i_iter 21/93 cls_loss: 0.463601
[line:  98] i_iter 22/93 cls_loss: 0.457307
[line:  98] i_iter 23/93 cls_loss: 0.433352
[line:  98] i_iter 24/93 cls_loss: 0.424710
[line:  98] i_iter 25/93 cls_loss: 0.447001
[line:  98] i_iter 26/93 cls_loss: 0.451586
[line:  98] i_iter 27/93 cls_loss: 0.496365
[line:  98] i_iter 28/93 cls_loss: 0.500139
[line:  98] i_iter 29/93 cls_loss: 0.491262
[line:  98] i_iter 31/93 cls_loss: 0.487239
[line:  98] i_iter 32/93 cls_loss: 0.488849
[line:  98] i_iter 33/93 cls_loss: 0.479529
[line:  98] i_iter 34/93 cls_loss: 0.486637
[line:  98] i_iter 35/93 cls_loss: 0.484002
[line:  98] i_iter 36/93 cls_loss: 0.473978
[line:  98] i_iter 37/93 cls_loss: 0.485288
[line:  98] i_iter 38/93 cls_loss: 0.477787
[line:  98] i_iter 39/93 cls_loss: 0.472899
[line:  98] i_iter 41/93 cls_loss: 0.464136
[line:  98] i_iter 42/93 cls_loss: 0.484704
[line:  98] i_iter 43/93 cls_loss: 0.518648
[line:  98] i_iter 44/93 cls_loss: 0.540073
[line:  98] i_iter 45/93 cls_loss: 0.541434
[line:  98] i_iter 46/93 cls_loss: 0.569694
[line:  98] i_iter 47/93 cls_loss: 0.543754
[line:  98] i_iter 48/93 cls_loss: 0.549176
[line:  98] i_iter 49/93 cls_loss: 0.557729
[line:  98] i_iter 51/93 cls_loss: 0.561837
[line:  98] i_iter 52/93 cls_loss: 0.562706
[line:  98] i_iter 53/93 cls_loss: 0.543630
[line:  98] i_iter 54/93 cls_loss: 0.518050
[line:  98] i_iter 55/93 cls_loss: 0.500257
[line:  98] i_iter 56/93 cls_loss: 0.477897
[line:  98] i_iter 57/93 cls_loss: 0.456942
[line:  98] i_iter 58/93 cls_loss: 0.448633
[line:  98] i_iter 59/93 cls_loss: 0.439952
[line:  98] i_iter 61/93 cls_loss: 0.457165
[line:  98] i_iter 62/93 cls_loss: 0.434570
[line:  98] i_iter 63/93 cls_loss: 0.432699
[line:  98] i_iter 64/93 cls_loss: 0.420758
[line:  98] i_iter 65/93 cls_loss: 0.414187
[line:  98] i_iter 66/93 cls_loss: 0.413636
[line:  98] i_iter 67/93 cls_loss: 0.418399
[line:  98] i_iter 68/93 cls_loss: 0.420617
[line:  98] i_iter 69/93 cls_loss: 0.421312
[line:  98] i_iter 71/93 cls_loss: 0.417628
[line:  98] i_iter 72/93 cls_loss: 0.415678
[line:  98] i_iter 73/93 cls_loss: 0.390346
[line:  98] i_iter 74/93 cls_loss: 0.389265
[line:  98] i_iter 75/93 cls_loss: 0.403518
[line:  98] i_iter 76/93 cls_loss: 0.382402
[line:  98] i_iter 77/93 cls_loss: 0.387255
[line:  98] i_iter 78/93 cls_loss: 0.384216
[line:  98] i_iter 79/93 cls_loss: 0.382690
[line:  98] i_iter 81/93 cls_loss: 0.372780
[line:  98] i_iter 82/93 cls_loss: 0.380966
[line:  98] i_iter 83/93 cls_loss: 0.425523
[line:  98] i_iter 84/93 cls_loss: 0.433966
[line:  98] i_iter 85/93 cls_loss: 0.431592
[line:  98] i_iter 86/93 cls_loss: 0.461388
[line:  98] i_iter 87/93 cls_loss: 0.451760
[line:  98] i_iter 88/93 cls_loss: 0.423019
[line:  98] i_iter 89/93 cls_loss: 0.422172
[line:  98] i_iter 91/93 cls_loss: 0.436299
[line:  98] i_iter 92/93 cls_loss: 0.407254
[line: 121] Evaluting
[line: 102] epoch 6, Validation acc: 0.7454242928452579
[line: 121] Evaluting
[line: 112] epoch 6, Test acc: 0.7821428571428571
[line:  98] i_iter 1/93 cls_loss: 0.437958
[line:  98] i_iter 2/93 cls_loss: 0.421625
[line:  98] i_iter 3/93 cls_loss: 0.399506
[line:  98] i_iter 4/93 cls_loss: 0.408219
[line:  98] i_iter 5/93 cls_loss: 0.434872
[line:  98] i_iter 6/93 cls_loss: 0.476901
[line:  98] i_iter 7/93 cls_loss: 0.448590
[line:  98] i_iter 8/93 cls_loss: 0.458666
[line:  98] i_iter 9/93 cls_loss: 0.492439
[line:  98] i_iter 11/93 cls_loss: 0.436603
[line:  98] i_iter 12/93 cls_loss: 0.449503
[line:  98] i_iter 13/93 cls_loss: 0.448882
[line:  98] i_iter 14/93 cls_loss: 0.466347
[line:  98] i_iter 15/93 cls_loss: 0.446211
[line:  98] i_iter 16/93 cls_loss: 0.400362
[line:  98] i_iter 17/93 cls_loss: 0.409015
[line:  98] i_iter 18/93 cls_loss: 0.405341
[line:  98] i_iter 19/93 cls_loss: 0.420906
[line:  98] i_iter 21/93 cls_loss: 0.473560
[line:  98] i_iter 22/93 cls_loss: 0.470870
[line:  98] i_iter 23/93 cls_loss: 0.483374
[line:  98] i_iter 24/93 cls_loss: 0.455136
[line:  98] i_iter 25/93 cls_loss: 0.466387
[line:  98] i_iter 26/93 cls_loss: 0.529218
[line:  98] i_iter 27/93 cls_loss: 0.547983
[line:  98] i_iter 28/93 cls_loss: 0.577908
[line:  98] i_iter 29/93 cls_loss: 0.547669
[line:  98] i_iter 31/93 cls_loss: 0.484864
[line:  98] i_iter 32/93 cls_loss: 0.478184
[line:  98] i_iter 33/93 cls_loss: 0.463666
[line:  98] i_iter 34/93 cls_loss: 0.487116
[line:  98] i_iter 35/93 cls_loss: 0.488854
[line:  98] i_iter 36/93 cls_loss: 0.456243
[line:  98] i_iter 37/93 cls_loss: 0.446751
[line:  98] i_iter 38/93 cls_loss: 0.430030
[line:  98] i_iter 39/93 cls_loss: 0.441580
[line:  98] i_iter 41/93 cls_loss: 0.472163
[line:  98] i_iter 42/93 cls_loss: 0.485728
[line:  98] i_iter 43/93 cls_loss: 0.482120
[line:  98] i_iter 44/93 cls_loss: 0.454805
[line:  98] i_iter 45/93 cls_loss: 0.487483
[line:  98] i_iter 46/93 cls_loss: 0.467081
[line:  98] i_iter 47/93 cls_loss: 0.441783
[line:  98] i_iter 48/93 cls_loss: 0.425139
[line:  98] i_iter 49/93 cls_loss: 0.453411
[line:  98] i_iter 51/93 cls_loss: 0.439819
[line:  98] i_iter 52/93 cls_loss: 0.454671
[line:  98] i_iter 53/93 cls_loss: 0.465726
[line:  98] i_iter 54/93 cls_loss: 0.467266
[line:  98] i_iter 55/93 cls_loss: 0.426231
[line:  98] i_iter 56/93 cls_loss: 0.440465
[line:  98] i_iter 57/93 cls_loss: 0.450356
[line:  98] i_iter 58/93 cls_loss: 0.434821
[line:  98] i_iter 59/93 cls_loss: 0.403705
[line:  98] i_iter 61/93 cls_loss: 0.417343
[line:  98] i_iter 62/93 cls_loss: 0.406004
[line:  98] i_iter 63/93 cls_loss: 0.410890
[line:  98] i_iter 64/93 cls_loss: 0.425893
[line:  98] i_iter 65/93 cls_loss: 0.430744
[line:  98] i_iter 66/93 cls_loss: 0.421190
[line:  98] i_iter 67/93 cls_loss: 0.433590
[line:  98] i_iter 68/93 cls_loss: 0.454421
[line:  98] i_iter 69/93 cls_loss: 0.450456
[line:  98] i_iter 71/93 cls_loss: 0.488497
[line:  98] i_iter 72/93 cls_loss: 0.521301
[line:  98] i_iter 73/93 cls_loss: 0.529542
[line:  98] i_iter 74/93 cls_loss: 0.514883
[line:  98] i_iter 75/93 cls_loss: 0.522994
[line:  98] i_iter 76/93 cls_loss: 0.524330
[line:  98] i_iter 77/93 cls_loss: 0.531024
[line:  98] i_iter 78/93 cls_loss: 0.507257
[line:  98] i_iter 79/93 cls_loss: 0.515712
[line:  98] i_iter 81/93 cls_loss: 0.450784
[line:  98] i_iter 82/93 cls_loss: 0.399985
[line:  98] i_iter 83/93 cls_loss: 0.368251
[line:  98] i_iter 84/93 cls_loss: 0.373280
[line:  98] i_iter 85/93 cls_loss: 0.385197
[line:  98] i_iter 86/93 cls_loss: 0.367875
[line:  98] i_iter 87/93 cls_loss: 0.361873
[line:  98] i_iter 88/93 cls_loss: 0.369897
[line:  98] i_iter 89/93 cls_loss: 0.362708
[line:  98] i_iter 91/93 cls_loss: 0.365988
[line:  98] i_iter 92/93 cls_loss: 0.388230
[line: 121] Evaluting
[line: 102] epoch 7, Validation acc: 0.7287853577371048
[line:  98] i_iter 1/93 cls_loss: 0.400333
[line:  98] i_iter 2/93 cls_loss: 0.385474
[line:  98] i_iter 3/93 cls_loss: 0.383514
[line:  98] i_iter 4/93 cls_loss: 0.378724
[line:  98] i_iter 5/93 cls_loss: 0.389458
[line:  98] i_iter 6/93 cls_loss: 0.384299
[line:  98] i_iter 7/93 cls_loss: 0.393319
[line:  98] i_iter 8/93 cls_loss: 0.376507
[line:  98] i_iter 9/93 cls_loss: 0.372481
[line:  98] i_iter 11/93 cls_loss: 0.382866
[line:  98] i_iter 12/93 cls_loss: 0.381686
[line:  98] i_iter 13/93 cls_loss: 0.378127
[line:  98] i_iter 14/93 cls_loss: 0.369111
[line:  98] i_iter 15/93 cls_loss: 0.363442
[line:  98] i_iter 16/93 cls_loss: 0.377311
[line:  98] i_iter 17/93 cls_loss: 0.426518
[line:  98] i_iter 18/93 cls_loss: 0.422289
[line:  98] i_iter 19/93 cls_loss: 0.431028
[line:  98] i_iter 21/93 cls_loss: 0.422957
[line:  98] i_iter 22/93 cls_loss: 0.405159
